,npi,last_name,entity_type,city,state,provider_type,place_of_service,hcpcs_code,hcpcs_desc,no_dist_ben_per_day_svcs,avg_med_allowed_amt,avg_med_pay_amt,zip,cbsa
1675279,1740669191,RING,I,COLUMBIA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",84,84.89,45.167380951999995,38401,34980
1675325,1750621579,DICKEY,I,COLUMBIA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",389,86.62,63.434987147,38401,34980
1675351,1770028656,VICTORY,I,COLUMBIA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",111,86.62,67.73963964,38401,34980
1675419,1770594079,GARRETT,I,COLUMBIA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",939,86.62,62.298136315,38401,34980
1675583,1811900095,DAVENPORT,I,COLUMBIA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",13,86.62,61.202307692,38401,34980
1675929,1851484000,NELSON,I,COLUMBIA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",195,86.83620512799999,65.00025641,38401,34980
1676303,1922297019,MOORE,I,COLUMBIA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",142,86.62,63.471478873,38401,34980
1676319,1932144367,CHEATHAM,I,COLUMBIA,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",595,86.62,60.225647058999996,38401,34980
2720777,1104247386,AUSTIN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",101,91.37,69.620990099,37208,34980
2720871,1336476647,RUSHING,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,84.89,40.607,37208,34980
2720955,1689063760,OFFUTT-BLACKABY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",237,86.62,54.157679325,37208,34980
2865452,1114271376,TIPTON,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",66,86.62,66.40727272699999,37129,34980
2865555,1124354162,EBERLEI,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",12,84.89,54.335833333000004,37129,34980
2865629,1144611260,WHITE,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",87,86.62,63.53045977,37129,34980
2865732,1154768489,ROBINETTE,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",28,86.62,56.525714286,37129,34980
2865760,1174554406,HUBBARD,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",77,86.62,63.581038961000004,37129,34980
2865773,1184048365,PEWITT,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",64,91.87,38.250625,37129,34980
2865939,1194157628,CRABTREE,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",28,86.62,50.513928571,37129,34980
2866398,1265825822,MARKS,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",288,86.62,60.365381944,37129,34980
2866472,1275933319,BIVENS,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",95,86.62,63.477368421,37129,34980
2866503,1285698563,PRIESTLEY,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",63,86.62,30.498888889,37129,34980
2866594,1295901205,CALDERON,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",194,86.62,60.145979381000004,37129,34980
2866600,1306075684,SAENPHANSIRI,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",154,84.89,41.315064103000005,37129,34980
2866762,1326178476,WELCH,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",49,81.77571428600001,57.08755102,37129,34980
2866806,1336459601,SHERMAN,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",99,86.62,49.527272726999996,37129,34980
2866824,1346315520,VERNIER,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,86.62,63.059285714,37129,34980
2866922,1376553719,LUKER,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",81,86.62,66.088888889,37129,34980
2866953,1386061117,MARTIN,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",78,86.62,53.555128205,37129,34980
2867459,1477872570,DIXON,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",18,86.62,67.38722222199999,37129,34980
2867512,1508272105,RHIM,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,86.62,67.91,37129,34980
2867616,1528050788,AZAR,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",105,86.62,58.652857143,37129,34980
2868416,1609283571,KELLERMANN,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",65,86.62,60.32676923100001,37129,34980
2868449,1619393311,WINTON,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",1049,86.62,66.004537655,37129,34980
2868519,1629078621,WEBER,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",222,86.62,55.847972973000005,37129,34980
2868783,1699171967,FULGHUM,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",86,86.62,67.171744186,37129,34980
2869273,1801060835,SMALLWOOD,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",262,85.187137405,54.394923664,37129,34980
2869432,1821532078,BANG,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",43,86.62,66.610930233,37129,34980
2869476,1841562345,RIVAS,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",309,86.62,60.679708738,37129,34980
2869542,1851632947,BARRETT,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",41,84.89,59.468292683,37129,34980
2869572,1861635799,HANNAH,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",168,86.62,57.21202381,37129,34980
2869581,1861852204,COMPTON,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",17,86.62,58.809411765,37129,34980
2869589,1861883639,ARTHUR,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,86.62,57.84925925899999,37129,34980
2869599,1871014613,CARLTON,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",81,86.62,65.940864198,37129,34980
2869655,1881948784,WATKINS,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",74,90.865405405,67.04121621600001,37129,34980
2869973,1952701039,MAKARUCHA,I,MURFREESBORO,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",95,86.62,57.041684211,37129,34980
3242617,1164661674,TIDWELL,I,PORTLAND,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",36,84.89,53.004166667,37148,34980
3242649,1396840476,WORSHAM,I,PORTLAND,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",214,86.62,54.051495327,37148,34980
3242668,1568494243,COOK,I,PORTLAND,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",51,86.598823529,63.77745098,37148,34980
3242686,1669763900,REED,I,PORTLAND,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",74,86.62,63.248918919,37148,34980
3242743,1922366442,CRAWLEY,I,PORTLAND,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",156,84.89,59.572115385,37148,34980
3537089,1003111071,NWOKOCHAH,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",13,84.89,46.073076923,37075,34980
3537185,1033184320,KIHLMIRE,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",22,86.62,47.098636363999994,37075,34980
3537218,1053652339,SEAGROVE,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",106,84.76839622600001,37.706698113,37075,34980
3537242,1073974192,KRAMER,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",180,91.54,65.02,37075,34980
3537472,1144618133,MOORE,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",467,86.62,59.803319058,37075,34980
3537640,1215317383,HUNLEY,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",223,86.62,64.646143498,37075,34980
3537760,1245764240,STANFILL,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",134,86.62,66.21634328399999,37075,34980
3537824,1255576500,LOWE,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,84.89,59.285714286,37075,34980
3537859,1255672960,HOORMANN,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",646,86.62,57.008188854,37075,34980
3537895,1265782502,AMMARELL,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",78,86.62,53.382435897,37075,34980
3537953,1285052407,USELTON,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",35,86.62,60.313142856999995,37075,34980
3537969,1285711887,HANNAH,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",382,87.07,66.288926702,37075,34980
3538013,1316111727,PARRISH,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",168,86.62,56.708630952,37075,34980
3538021,1326179920,JOHNSON,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",157,86.62,61.457961783,37075,34980
3538176,1417393737,RAY,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",346,87.017976879,56.815780347,37075,34980
3538229,1427454099,NEGASH,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",807,86.62,58.78260223,37075,34980
3538352,1528452067,BARTON,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",110,86.62,62.068272727,37075,34980
3538412,1568736650,PIERCE,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",657,86.603013699,61.330410959,37075,34980
3538472,1588861207,EUBANK,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",57,84.89,54.576491228,37075,34980
3538538,1639104268,MEDLEY,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",35,86.62,57.306857143,37075,34980
3538550,1639442056,SCHARKLET,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",67,85.354776119,48.352238806,37075,34980
3538572,1649635616,REIFF,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",37,86.62,53.672702703,37075,34980
3538638,1699029009,LOGAN,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",34,86.62,56.65382352899999,37075,34980
3539020,1942475215,MUNDY,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,84.89,39.93,37075,34980
3539047,1952708406,CALVARESE,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",29,84.89,40.012068966,37075,34980
3539053,1952772485,CHURCH,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",244,86.62,55.51954918,37075,34980
3539080,1962686592,DIBLE,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",13,86.62,67.91,37075,34980
3539101,1982836672,DARKS,I,HENDERSONVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",30,84.89,62.113333333,37075,34980
3705968,1003112277,SMITH,I,WOODBURY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",248,86.62,53.02875,37190,34980
3706022,1144273061,TODD,I,WOODBURY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",133,86.62,53.559473684,37190,34980
3706148,1407262975,RIVERS,I,WOODBURY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",47,86.62,43.501702128000005,37190,34980
3706160,1669807830,MELTON,I,WOODBURY,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",151,84.89,49.797417218999996,37190,34980
4264363,1003202292,WHITE,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",49,86.62,67.02408163300001,37066,34980
4264804,1184048233,WAUGH,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",30,86.62,64.557,37066,34980
4264970,1326418492,PYRON,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",58,86.62,59.363275861999995,37066,34980
4264996,1346678125,BORNEFELD,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",172,86.62,56.573255814,37066,34980
4265045,1376735589,WEST,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",55,86.62,65.310909091,37066,34980
4265250,1487822698,RODGERS,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",36,84.89,51.461666666999996,37066,34980
4265330,1558797415,LAWRENCE,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",719,86.62,57.980639777,37066,34980
4265405,1619271160,PLOCH,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",97,86.62,63.439175258,37066,34980
4265833,1801195862,MASON,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",177,86.62,53.667457627,37066,34980
4265924,1881636348,ADAIR,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",13,86.62,67.91,37066,34980
4265973,1891726709,ANDERSON,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",140,85.038285714,57.308142857,37066,34980
4266149,1932279429,BOWSER,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",1114,86.62,58.229524237,37066,34980
4266204,1942642152,URELL,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",36,86.62,57.3675,37066,34980
4266225,1962668210,BIGGERSTAFF,I,GALLATIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",390,86.62,56.105717948999995,37066,34980
4283401,1033455761,HART,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",92,86.62,62.430869565,37064,34980
4283421,1083941769,GOERZEN,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",38,86.62,67.91,37064,34980
4283610,1447331590,VAUGHN,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",160,86.62,54.1241875,37064,34980
4283641,1538155858,CASH,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",31,86.62,61.10483871,37064,34980
4283656,1538615422,LAHATTE,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",216,86.105185185,62.84537037,37064,34980
4283765,1649655531,TIDWELL,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",921,86.62,62.099967426999996,37064,34980
4283785,1689835282,GARRAND,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",112,86.62,59.985625,37064,34980
4283823,1811007974,ERMINI,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",189,86.62,58.730634921000004,37064,34980
4283840,1851336036,ENROTH,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,86.62,61.119,37064,34980
4283849,1871544924,THOMAS,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",81,86.34543209899999,59.704444443999996,37064,34980
4283864,1881845857,AUGUSTIN,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",306,84.89,53.386568626999996,37064,34980
4497858,1053768218,MILAZO,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",35,86.62,65.969714286,37205,34980
4497941,1063487536,LOWREY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",123,85.297886179,51.703333333,37205,34980
4498065,1093116774,BOWMAN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",16,86.62,63.665625,37205,34980
4498214,1124098777,MASSEY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",53,86.62,53.241320755,37205,34980
4498363,1154729481,PHILLIPS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",44,86.62,67.91,37205,34980
4498977,1295104933,WELCH,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",17,86.62,64.491764706,37205,34980
4499032,1306243431,MOONEY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",175,84.89,65.562171429,37205,34980
4499099,1316274632,BROCK,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",140,86.420714286,50.419142857,37205,34980
4499366,1346241130,DE MOSS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",13,86.62,59.101538462,37205,34980
4499912,1427430198,NORWINE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",12,86.62,62.250833333,37205,34980
4499990,1447522479,STONE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",106,86.62,59.411415094,37205,34980
4500252,1518398825,BLALOCK,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",65,84.89,47.610307692,37205,34980
4500451,1548447840,RAGSDALE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",351,86.62,61.868490028000004,37205,34980
4501234,1659728954,CURRIE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",41,86.62,62.11195122,37205,34980
4501572,1730502733,BASS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",106,86.62,45.776320755,37205,34980
4501578,1740210004,MACLEAN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",17,86.62,57.078823529,37205,34980
4501788,1770844300,WALLACE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",20,86.62,67.91,37205,34980
4502202,1851579809,VIEIRA,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,86.62,65.394814815,37205,34980
4502299,1861715682,RHODEN,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",105,86.62,61.322380951999996,37205,34980
4502334,1881637304,MATTHEWS,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",52,86.62,62.26865384600001,37205,34980
4502353,1891765970,JACKSON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",378,86.62,62.703280423,37205,34980
4915632,1073905774,BYRD,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",279,84.89,62.781684588000005,37067,34980
4915644,1083070817,BONAU,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,86.62,63.059285714,37067,34980
4915721,1104361906,JOHNSON,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",29,86.62,60.414137931000006,37067,34980
4915818,1124381371,YENTES,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",205,86.62,57.811512195,37067,34980
4915894,1174526065,MILAM,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",89,86.62,57.980674156999996,37067,34980
4915964,1205865771,STEPHENSON,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",47,86.62,56.547234043,37067,34980
4916079,1245649227,DICKEY,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",13,86.62,67.91,37067,34980
4916109,1265855951,TAHMASBI,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",17,86.62,61.587058823999996,37067,34980
4916119,1285075689,TUCKER,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",38,86.62,67.91,37067,34980
4916387,1356717870,TRAMEL,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",469,86.62,58.46782516,37067,34980
4916397,1366701716,PFIEFFER,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,86.62,44.662592593,37067,34980
4917004,1568530822,HULL,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",96,86.62,62.5196875,37067,34980
4917029,1578644357,PHILLIPS,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",92,84.89,60.02673913,37067,34980
4917054,1598175739,RAYMOND,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",21,84.89,49.701428571,37067,34980
4917287,1720315880,WOOD,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",45,86.62,60.180888888999995,37067,34980
4917410,1780994459,SALMONY,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",237,86.62,57.115147678999996,37067,34980
4917449,1801249065,GRAVES,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",41,86.62,58.090731706999996,37067,34980
4917455,1801983945,DAVIS,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",63,86.62,60.117619048,37067,34980
4917457,1811427545,HEINLY,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",14,86.62,66.832142857,37067,34980
4917468,1821256751,BROUWER,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",16,86.62,67.91,37067,34980
4917720,1902838188,BARNES,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",192,64.38,44.38828125,37067,34980
4917827,1952669202,YEARGIN,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,84.89,30.061851851999997,37067,34980
4918002,1982764924,CHISM,I,FRANKLIN,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",37,86.62,53.44108108100001,37067,34980
5091068,1023286176,KEY,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",16,84.89,49.9125,37215,34980
5091074,1033356506,TRUKA,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",22,84.89,50.516363636,37215,34980
5091096,1063462711,HINE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",16,84.89,46.855,37215,34980
5091249,1275882532,BOOK,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",43,84.89,57.366976744,37215,34980
5091261,1295100915,HEWITT,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",28,86.62,49.905714286000006,37215,34980
5091280,1356635437,BUFFORD,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",27,84.89,44.137037037,37215,34980
5091291,1366477622,STEWART,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",85,86.62,60.109058823999995,37215,34980
5091295,1366831778,GOODRICK,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",19,84.89,34.539473684,37215,34980
5091401,1558630277,CARR-MALONE,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",23,84.89,43.129130435,37215,34980
5091424,1568701662,HUTSON,I,NASHVILLE,TN,Nurse Practitioner,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",212,84.89,52.60245283,37215,34980
