,npi,entity_type,provider_type,place_of_service,hcpcs_code,hcpcs_desc,no_dist_ben_per_day_svcs,avg_med_allowed_amt,avg_med_pay_amt,zip,cbsa,crosswalk_short_desc,apc
2010908,1972578771,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,91,612.67,469.83516484,85351,38060,Esoph egd dilation <30 mm,5302.0
2010909,1659335438,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,618.42,468.385,20190,47900,Esoph egd dilation <30 mm,5302.0
2010914,1124098512,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,48,514.51416667,395.03625,29150,44940,Esoph egd dilation <30 mm,5302.0
2010917,1114035946,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,86,535.89534884,417.93790698,70503,29180,Esoph egd dilation <30 mm,5302.0
2010918,1326114364,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,542.2,407.14941176,70503,29180,Esoph egd dilation <30 mm,5302.0
2010925,1881969269,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,36,582.17055556,456.42166667,33990,15980,Esoph egd dilation <30 mm,5302.0
2010926,1548343833,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,45,535.68,411.72888889,28078,16740,Esoph egd dilation <30 mm,5302.0
2010935,1639299803,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,587.11,433.11151515,37129,34980,Esoph egd dilation <30 mm,5302.0
2010936,1174969372,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,605.27,464.29142857,53227,33340,Esoph egd dilation <30 mm,5302.0
2010937,1043368426,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,45,655.66,495.67444444,98055,42660,Esoph egd dilation <30 mm,5302.0
2010948,1831195379,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,564.9540000000001,435.7495,33770,45300,Esoph egd dilation <30 mm,5302.0
2010949,1508972118,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,588.69,447.9688,23235,40060,Esoph egd dilation <30 mm,5302.0
2010951,1720085657,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,610.467,454.6345,29053,17900,Esoph egd dilation <30 mm,5302.0
2010955,1841295425,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,581.45884615,450.34346154,76012,19100,Esoph egd dilation <30 mm,5302.0
2010958,1265404115,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,561.8230302999999,440.46515152,56201,48820,Esoph egd dilation <30 mm,5302.0
2010960,1477519262,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,218,532.79146789,412.06743119,74401,34780,Esoph egd dilation <30 mm,5302.0
2010979,1750376836,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,77,554.28,434.25779221,12206,10580,Esoph egd dilation <30 mm,5302.0
2010980,1548274475,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,652.92,511.89,16052,38300,Esoph egd dilation <30 mm,5302.0
2010982,1053385328,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,580.1032,440.4324,68114,36540,Esoph egd dilation <30 mm,5302.0
2010991,1659316917,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,599.01,446.6,77478,26420,Esoph egd dilation <30 mm,5302.0
2010993,1003079187,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,555.31,433.16294118,44691,11740,Esoph egd dilation <30 mm,5302.0
2010994,1003079187,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,555.31,433.16294118,44691,49300,Esoph egd dilation <30 mm,5302.0
2010997,1225225592,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,145,576.35413793,444.76731034,28734,19000,Esoph egd dilation <30 mm,5302.0
2010998,1225225592,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,145,576.35413793,444.76731034,28734,99999,Esoph egd dilation <30 mm,5302.0
2010999,1033181862,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,547.04,413.28342105,79902,21340,Esoph egd dilation <30 mm,5302.0
2011000,1326114869,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,547.04,420.44733333,79902,21340,Esoph egd dilation <30 mm,5302.0
2011008,1386696458,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,583.67,457.6,44060,17460,Esoph egd dilation <30 mm,5302.0
2011010,1982845186,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,849.93,666.34,94040,41940,Esoph egd dilation <30 mm,5302.0
2011017,1669415451,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,137,582.67328467,444.94182482,84010,36260,Esoph egd dilation <30 mm,5302.0
2011018,1295911154,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,69,596.51,461.33956522,43016,18140,Esoph egd dilation <30 mm,5302.0
2011023,1740246792,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,573.81,440.30533333,40245,31140,Esoph egd dilation <30 mm,5302.0
2011025,1891127981,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,675.96,526.85818182,97213,38900,Esoph egd dilation <30 mm,5302.0
2011033,1144291261,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,696.4,542.53727273,77552,26420,Esoph egd dilation <30 mm,5302.0
2011045,1952333882,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,94,554.33191489,424.41351064,21401,12580,Esoph egd dilation <30 mm,5302.0
2011056,1598758153,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,154,537.83480519,410.42681818,72401,27860,Esoph egd dilation <30 mm,5302.0
2011057,1598758153,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,154,537.83480519,410.42681818,72401,37500,Esoph egd dilation <30 mm,5302.0
2011066,1619995180,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,605.34,468.05863636,75230,19100,Esoph egd dilation <30 mm,5302.0
2011070,1952331092,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,34,590.20117647,446.38264706,77479,26420,Esoph egd dilation <30 mm,5302.0
2011078,1760467732,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,196,571.74,437.76367347,38138,32820,Esoph egd dilation <30 mm,5302.0
2011080,1770847717,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,696.4,539.66,76011,19100,Esoph egd dilation <30 mm,5302.0
2011084,1952720674,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,37,595.72,454.61378378,84121,41620,Esoph egd dilation <30 mm,5302.0
2011087,1356396857,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,56,516.89,389.64910714,37660,28700,Esoph egd dilation <30 mm,5302.0
2011088,1023015989,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,571.35,446.77736842,85712,46060,Esoph egd dilation <30 mm,5302.0
2011089,1205821097,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,571.35,447.94,85712,46060,Esoph egd dilation <30 mm,5302.0
2011091,1437191731,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,48,571.35,447.94,85712,46060,Esoph egd dilation <30 mm,5302.0
2011093,1457325573,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,594.63,450.21884615,84790,41100,Esoph egd dilation <30 mm,5302.0
2011098,1609039056,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,29,636.19,498.77,86326,39150,Esoph egd dilation <30 mm,5302.0
2011100,1730124124,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,702.7,550.92,93454,42200,Esoph egd dilation <30 mm,5302.0
2011101,1730124124,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,702.7,550.92,93454,42020,Esoph egd dilation <30 mm,5302.0
2011104,1558328518,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,21,568.06,445.36,16001,38300,Esoph egd dilation <30 mm,5302.0
2011106,1902875438,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,592.86,464.63,76022,19100,Esoph egd dilation <30 mm,5302.0
2011108,1295948339,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,570.53,447.29,28403,48900,Esoph egd dilation <30 mm,5302.0
2011112,1215960992,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,622.53,484.714375,60169,16980,Esoph egd dilation <30 mm,5302.0
2011119,1023218500,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,672.33,519.53625,89113,29820,Esoph egd dilation <30 mm,5302.0
2011123,1659334191,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,580.1175,435.0325,75038,19100,Esoph egd dilation <30 mm,5302.0
2011124,1336104926,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,587.9,455.06767442,30328,12060,Esoph egd dilation <30 mm,5302.0
2011133,1518009430,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,587.9,439.47178571,30012,12060,Esoph egd dilation <30 mm,5302.0
2011145,1225375587,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,65,565.81,438.89569231,78258,41700,Esoph egd dilation <30 mm,5302.0
2011146,1386657047,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,59,565.81,432.11101695,78258,41700,Esoph egd dilation <30 mm,5302.0
2011153,1912097700,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,117,581.54410256,448.11188034,40504,30460,Esoph egd dilation <30 mm,5302.0
2011162,1992702443,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,81,651.61271605,507.32432099,98004,42660,Esoph egd dilation <30 mm,5302.0
2011169,1023257300,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,588.78,461.06090909,27834,40580,Esoph egd dilation <30 mm,5302.0
2011170,1023257300,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,588.78,461.06090909,27834,24780,Esoph egd dilation <30 mm,5302.0
2011171,1023257300,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,588.78,461.06090909,27834,47820,Esoph egd dilation <30 mm,5302.0
2011172,1184673378,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,581.93372093,449.69418605,27834,40580,Esoph egd dilation <30 mm,5302.0
2011173,1184673378,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,581.93372093,449.69418605,27834,24780,Esoph egd dilation <30 mm,5302.0
2011174,1184673378,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,581.93372093,449.69418605,27834,47820,Esoph egd dilation <30 mm,5302.0
2011175,1235189739,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,52,583.11865385,456.74038462,27834,40580,Esoph egd dilation <30 mm,5302.0
2011176,1235189739,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,52,583.11865385,456.74038462,27834,24780,Esoph egd dilation <30 mm,5302.0
2011177,1235189739,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,52,583.11865385,456.74038462,27834,47820,Esoph egd dilation <30 mm,5302.0
2011187,1508041666,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,588.78,438.22714286,27834,40580,Esoph egd dilation <30 mm,5302.0
2011188,1508041666,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,588.78,438.22714286,27834,24780,Esoph egd dilation <30 mm,5302.0
2011189,1508041666,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,588.78,438.22714286,27834,47820,Esoph egd dilation <30 mm,5302.0
2011193,1003888595,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,86,573.81,442.60372093,40217,31140,Esoph egd dilation <30 mm,5302.0
2011200,1831238773,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,75,561.40226667,434.6036,78414,18580,Esoph egd dilation <30 mm,5302.0
2011208,1194744532,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,47,562.98,435.23255319,27403,24660,Esoph egd dilation <30 mm,5302.0
2011212,1871912485,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,618.69,481.47105263,80113,19740,Esoph egd dilation <30 mm,5302.0
2011217,1922070911,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,82,558.18560976,430.79097561,72703,22220,Esoph egd dilation <30 mm,5302.0
2011230,1548254402,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,79,567.3,442.94392405,32960,42680,Esoph egd dilation <30 mm,5302.0
2011242,1609052679,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,615.65,469.96333333,46290,26900,Esoph egd dilation <30 mm,5302.0
2011256,1376518357,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,578.86,434.51333333,32806,36740,Esoph egd dilation <30 mm,5302.0
2011267,1821453796,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,56,584.61,452.07232143,63141,41180,Esoph egd dilation <30 mm,5302.0
2011268,1831180272,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,60,584.61,446.53133333,63141,41180,Esoph egd dilation <30 mm,5302.0
2011270,1467788729,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,35,590.85,449.97142857,48327,19820,Esoph egd dilation <30 mm,5302.0
2011274,1245352327,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,544.7,404.39,39232,27140,Esoph egd dilation <30 mm,5302.0
2011286,1356359632,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,532.46,417.01720930000005,38655,99999,Esoph egd dilation <30 mm,5302.0
2011287,1356359632,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,532.46,417.01720930000005,38655,37060,Esoph egd dilation <30 mm,5302.0
2011288,1356359632,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,532.46,417.01720930000005,38655,46180,Esoph egd dilation <30 mm,5302.0
2011297,1891759569,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,464,572.10737069,437.03767241,64506,41140,Esoph egd dilation <30 mm,5302.0
2011304,1972778579,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,147,546.67442177,423.86319728,63701,16020,Esoph egd dilation <30 mm,5302.0
2011307,1184699241,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,705.8,553.35,93465,42020,Esoph egd dilation <30 mm,5302.0
2011311,1881793990,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,599.46,458.65342105,27713,20500,Esoph egd dilation <30 mm,5302.0
2011312,1881793990,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,599.46,458.65342105,27713,39580,Esoph egd dilation <30 mm,5302.0
2011314,1740251909,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,612.3,480.04,32605,23540,Esoph egd dilation <30 mm,5302.0
2011316,1629386784,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,581.85,431.79444444,79761,36220,Esoph egd dilation <30 mm,5302.0
2011319,1801892724,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,62,596.64903226,457.07451613,17403,49620,Esoph egd dilation <30 mm,5302.0
2011325,1235165606,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,545.7,421.08604651,42303,36980,Esoph egd dilation <30 mm,5302.0
2011337,1639290026,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,584.80592593,438.25296296,21236,12580,Esoph egd dilation <30 mm,5302.0
2011349,1982676771,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,97,583.53649485,447.02237113,71103,43340,Esoph egd dilation <30 mm,5302.0
2011352,1528210770,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,584.61,458.34,63128,41180,Esoph egd dilation <30 mm,5302.0
2011357,1982871935,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,618.42,478.87166667,22033,47900,Esoph egd dilation <30 mm,5302.0
2011362,1689679508,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,85,574.48,444.84141176,47403,14020,Esoph egd dilation <30 mm,5302.0
2011363,1689679508,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,85,574.48,444.84141176,47403,99999,Esoph egd dilation <30 mm,5302.0
2011370,1508818634,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,31,828.36,628.49032258,93940,41500,Esoph egd dilation <30 mm,5302.0
2011374,1679566582,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,660.95,518.18,86001,22380,Esoph egd dilation <30 mm,5302.0
2011387,1336218825,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,596.51,467.67,43213,18140,Esoph egd dilation <30 mm,5302.0
2011392,1629262811,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,533.615,404.2455,34110,34940,Esoph egd dilation <30 mm,5302.0
2011393,1629262811,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,533.615,404.2455,34110,15980,Esoph egd dilation <30 mm,5302.0
2011405,1609841261,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,584.28,438.46227273,33401,33100,Esoph egd dilation <30 mm,5302.0
2011418,1548249675,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,90,612.64,475.461,87505,42140,Esoph egd dilation <30 mm,5302.0
2011423,1861580870,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,581.6,439.20869565,28203,16740,Esoph egd dilation <30 mm,5302.0
2011426,1043253263,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,580.66,449.125,73109,36420,Esoph egd dilation <30 mm,5302.0
2011429,1760445928,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,37,604.39081081,447.43540541,85006,38060,Esoph egd dilation <30 mm,5302.0
2011433,1831117704,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,91,580.83098901,444.05593407,40509,30460,Esoph egd dilation <30 mm,5302.0
2011436,1255311635,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,567.3,444.70939394,32901,37340,Esoph egd dilation <30 mm,5302.0
2011438,1679556864,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,222,567.3,439.05036036,32901,37340,Esoph egd dilation <30 mm,5302.0
2011442,1609124650,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,50,564.8248,427.7588,28401,34820,Esoph egd dilation <30 mm,5302.0
2011443,1609124650,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,50,564.8248,427.7588,28401,48900,Esoph egd dilation <30 mm,5302.0
2011446,1902218456,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,605.34,474.58,75025,19100,Esoph egd dilation <30 mm,5302.0
2011449,1093736795,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,545.12,337.85642857,39401,25620,Esoph egd dilation <30 mm,5302.0
2011450,1093736795,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,545.12,337.85642857,39401,29860,Esoph egd dilation <30 mm,5302.0
2011460,1962436337,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,549.14,430.52,17837,30260,Esoph egd dilation <30 mm,5302.0
2011462,1417916800,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,435,542.09901149,421.18393103,74135,46140,Esoph egd dilation <30 mm,5302.0
2011463,1730318353,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,21,538.1447619,410.66190476,35071,13820,Esoph egd dilation <30 mm,5302.0
2011469,1558390781,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,91,577.62197802,440.14494505,40503,30460,Esoph egd dilation <30 mm,5302.0
2011476,1427152073,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,587.11,456.56478261,37066,34980,Esoph egd dilation <30 mm,5302.0
2011479,1134157225,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,53,521.38433962,381.60245283,39564,25060,Esoph egd dilation <30 mm,5302.0
2011481,1831240928,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,42,517.40714286,386.15785714,39564,25060,Esoph egd dilation <30 mm,5302.0
2011484,1780684043,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,555.31,434.43285714,44622,35420,Esoph egd dilation <30 mm,5302.0
2011486,1245276195,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,587.9,438.963125,30281,12060,Esoph egd dilation <30 mm,5302.0
2011497,1962463950,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,162,594.72876543,445.12882716,84604,25720,Esoph egd dilation <30 mm,5302.0
2011498,1962463950,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,162,594.72876543,445.12882716,84604,39340,Esoph egd dilation <30 mm,5302.0
2011514,1841251501,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,107,580.48,449.72663551,32086,27260,Esoph egd dilation <30 mm,5302.0
2011515,1841251501,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,107,580.48,449.72663551,32086,19660,Esoph egd dilation <30 mm,5302.0
2011523,1447324132,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,553.79,431.27357143,70433,35380,Esoph egd dilation <30 mm,5302.0
2011525,1528077658,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,618.42,484.85,20110,47900,Esoph egd dilation <30 mm,5302.0
2011537,1336437482,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,618.69,484.66333333,80124,19740,Esoph egd dilation <30 mm,5302.0
2011542,1538153887,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,566.48,430.0712,67226,48620,Esoph egd dilation <30 mm,5302.0
2011544,1942265780,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,566.48,442.97227273,67226,48620,Esoph egd dilation <30 mm,5302.0
2011548,1548206493,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,61,587.9,452.96344262,30342,12060,Esoph egd dilation <30 mm,5302.0
2011578,1982853271,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,669.32,505.79227273,98374,42660,Esoph egd dilation <30 mm,5302.0
2011579,1639172828,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,562.62,429.634375,14618,40380,Esoph egd dilation <30 mm,5302.0
2011585,1699943290,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,76,566.24815789,436.93026316,85224,38060,Esoph egd dilation <30 mm,5302.0
2011592,1225039761,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,565.63647059,435.02470588,37205,34980,Esoph egd dilation <30 mm,5302.0
2011604,1265484810,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,626.12,488.73259259,29042,99999,Esoph egd dilation <30 mm,5302.0
2011609,1447385158,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,230,566.04391304,420.02347826,30165,40660,Esoph egd dilation <30 mm,5302.0
2011610,1447385158,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,230,566.04391304,420.02347826,30165,44900,Esoph egd dilation <30 mm,5302.0
2011615,1669481255,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,513.39,388.36,35055,18980,Esoph egd dilation <30 mm,5302.0
2011616,1730121401,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,623.41,474.25066667,97301,41420,Esoph egd dilation <30 mm,5302.0
2011617,1518976661,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,548.1,427.0325,32114,19660,Esoph egd dilation <30 mm,5302.0
2011618,1043497019,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,595.84,466.33142857,21208,12580,Esoph egd dilation <30 mm,5302.0
2011622,1720143779,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,193,544.79,422.30212435,42503,43700,Esoph egd dilation <30 mm,5302.0
2011624,1407964950,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,52,562.68711538,441.14692308,73703,21420,Esoph egd dilation <30 mm,5302.0
2011626,1114922192,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,759.69,593.51555556,96001,39820,Esoph egd dilation <30 mm,5302.0
2011628,1700057254,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,759.69,595.46714286,96001,39820,Esoph egd dilation <30 mm,5302.0
2011635,1508169921,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,588.02,459.4475,64111,28140,Esoph egd dilation <30 mm,5302.0
2011637,1356407332,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,691.32,542.0,91505,31080,Esoph egd dilation <30 mm,5302.0
2011642,1548583651,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,842.08,660.19,94010,41860,Esoph egd dilation <30 mm,5302.0
2011644,1518155811,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,67,578.86,447.04223881,32701,36740,Esoph egd dilation <30 mm,5302.0
2011646,1689636219,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,578.86,429.496,32701,36740,Esoph egd dilation <30 mm,5302.0
2011652,1346265287,O,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,75,564.08,442.23,28562,35100,Esoph egd dilation <30 mm,5302.0
